"D62","D69","D75","D87","D91","D92","D01","D11","species","distance","site","ID","finalCond"
NA,"28.19","30.99","35.05",NA,NA,"41.8","47.1","QURU",1.92772446163864,"LF3","LF3014","alive"
NA,NA,"5.08","7.37",NA,NA,"9.8","11.6","BEAL",2.95907274665561,"LF3","LF3015","alive"
NA,"10.16","10.92","11.94",NA,NA,"13","13.7","ACRU",4.1176212550452,"LF3","LF3016","dead"
NA,"44.2",NA,"48.26",NA,NA,"50.1","50.6","ACRU",10.5332547448545,"LF3","LF3017","alive"
NA,"25.15","25.65",NA,NA,NA,NA,NA,"QURU",9.20728103187906,"LF3","LF3018","alive"
NA,"21.59","24.38","28.45",NA,NA,"33.9","38.4","QURU",11.631425192125,"LF3","LF3019","alive"
NA,NA,NA,NA,NA,NA,"6.8","9.8","BEAL",11.3146095434177,"LF3","LF3020","alive"
NA,"38.86","40.39",NA,"48.77",NA,"52.3","57.7","QURU",13.2105397558162,"LF3","LF3021","alive"
NA,"19.81","20.07",NA,"22.1",NA,"23.3","24.6","QURU",10.7179573128465,"LF3","LF3022","alive"
NA,"18.03","18.8",NA,"20.83",NA,"22.1","22.9","QURU",8.29845638658179,"LF3","LF3023","alive"
NA,"10.92","11.43",NA,"13.21",NA,"15.2","16.8","ACRU",10.2425952726836,"LF3","LF3024","alive"
NA,"11.18","11.18",NA,"12.19",NA,"12.4","12.7","ACRU",9.27013009617449,"LF3","LF3025","alive"
NA,"14.99","15.75",NA,"17.53",NA,"18.2","19","QURU",12.074274119797,"LF3","LF3026","alive"
NA,"24.38","26.67",NA,"31.5",NA,"34.4","37.6","QURU",10.1731994259427,"LF3","LF3027","alive"
NA,"19.81","20.83",NA,"23.37",NA,"24.8","25.7","QURU",13.7202326802427,"LF3","LF3028","alive"
NA,"22.1","24.13",NA,"28.45",NA,"31.3","35.2","QURU",16.3409474241857,"LF3","LF3029","alive"
NA,"24.64","25.15",NA,"26.42",NA,"27.3",NA,"QURU",17.5657115312759,"LF3","LF3030","alive"
NA,"33.02","35.56",NA,"41.15",NA,"44.9","49.2","QURU",15.1949754906021,"LF3","LF3031","alive"
NA,"40.13","41.15",NA,"44.7",NA,"46.7","48.2","QURU",18.9626268306899,"LF3","LF3032","alive"
NA,"19.81","21.34",NA,"25.65",NA,"28.9","33","QURU",16.1608685162648,"LF3","LF3033","alive"
NA,"21.08","22.61","25.15",NA,NA,"29.5","32.8","QURU",18.6663561393219,"LF3","LF3034","alive"
NA,"21.08","22.1","23.62",NA,NA,"26.5","27.4","ACRU",19.3571998512182,"LF3","LF3035","alive"
NA,"14.99","17.27","20.83",NA,NA,"25.5","28.4","ACRU",15.3765482732634,"LF3","LF3036","alive"
NA,"32","34.8","37.85",NA,NA,"42.6","45.5","QURU",17.7236679048102,"LF3","LF3037","alive"
NA,"33.27","35.56","38.35",NA,NA,"42.8","45","QURU",17.4169931779283,"LF3","LF3038","alive"
NA,"27.43","29.21","31.24",NA,NA,"34.6","36.2","QURU",15.4293240292632,"LF3","LF3039","alive"
NA,"34.8","36.58","38.35",NA,NA,"40.1","41.8","QURU",17.9857828653634,"LF3","LF3040","alive"
NA,"36.83","38.61","40.39",NA,NA,"42.9","45.1","QURU",15.0937563197502,"LF3","LF3041","alive"
NA,"27.94","28.96","30.23",NA,NA,"31.4","32.3","QURU",13.9051951442617,"LF3","LF3042","alive"
NA,"40.13","42.16","45.72",NA,NA,"50.8","54","QURU",15.8708338533298,"LF3","LF3043","alive"
NA,"19.56","22.1","22.86",NA,NA,"26","27.4","QURU",18.9913882336179,"LF3","LF3044","alive"
NA,"27.69","29.97",NA,"34.8",NA,"38.2","41.9","QURU",16.6862341731141,"LF3","LF3045","alive"
NA,"15.24","15.75",NA,"19.05",NA,"20.8","22.6","ACRU",15.7090324336033,"LF3","LF3046","alive"
NA,"17.27","18.54",NA,"21.84",NA,"23","24.2","QUVE",14.0216282364068,"LF3","LF3048","alive"
NA,"17.53","18.54",NA,"20.07",NA,"20.5","20.9","ACRU",17.9967559076629,"LF3","LF3049","alive"
NA,"23.37","25.4",NA,"28.96",NA,"30.9","33.1","QURU",19.9183943208282,"LF3","LF3050","alive"
NA,"17.02","18.03",NA,"19.3",NA,"19.7",NA,"QURU",16.466254043953,"LF3","LF3052","alive"
NA,"19.81","21.34",NA,"23.62",NA,"24.6","26.2","QURU",16.561890761625,"LF3","LF3053","alive"
NA,"8.64","10.16",NA,"14.48",NA,"17.6","22","FAGR",16.8951055160955,"LF3","LF3054","alive"
NA,"14.73",NA,NA,NA,NA,NA,NA,"QURU",0.963862230819322,"LF3","LF3055","alive"
NA,"18.29","19.56",NA,"21.08",NA,"21.9",NA,"QURU",5.06601073824365,"LF3","LF3056","alive"
NA,"20.83","22.1","22.86",NA,NA,"24.1",NA,"QURU",9.14653964732018,"LF3","LF3057","alive"
NA,"25.15","25.65",NA,NA,NA,NA,NA,"QURU",9.20728103187906,"LF3","LF3058","alive"
NA,"16","17.02",NA,NA,NA,NA,NA,"QURU",3.36662603803868,"LF3","LF3061","alive"
NA,"16.76","17.53",NA,NA,NA,NA,NA,"QURU",12.5542824311069,"LF3","LF3064","alive"
NA,NA,"13.97",NA,"14.73",NA,NA,NA,"QURU",5.40536826497511,"LF3","LF3068","alive"
NA,"15.75","16.26","19.56",NA,NA,"17.6",NA,"QURU",7.35635920819532,"LF3","LF3069","alive"
NA,"16.51","16.51",NA,"18.54",NA,"18.7",NA,"QURU",8.81947108618198,"LF3","LF3072","alive"
NA,"23.37","24.38",NA,NA,NA,NA,NA,"QURU",17.3501894906079,"LF3","LF3080","alive"
NA,"6.86","7.37",NA,"9.4",NA,"9.9","10.1","ACRU",15.4676615478876,"LF3","LF3081","alive"
NA,"5.59","5.84",NA,NA,NA,NA,NA,"ACRU",1.83513901380795,"LF3","LF3082","alive"
NA,"8.38","8.38",NA,NA,NA,NA,NA,"ACRU",15.6520067876295,"LF3","LF3083","alive"
NA,"4.57","5.33",NA,"6.6",NA,"7","7.1","BEAL",12.1557511129506,"LF3","LF3084","alive"
NA,"12.45","12.7",NA,NA,NA,NA,NA,"QURU",10.9069859594665,"LF3","LF3085","alive"
NA,"11.18","11.43",NA,NA,NA,NA,NA,"QURU",4.99211783514772,"LF3","LF3086","alive"
NA,"9.65","9.91",NA,NA,NA,NA,NA,"QURU",2.99418492414881,"LF3","LF3087","alive"
NA,"13.72","14.48",NA,"15.75",NA,NA,NA,"QURU",6.1717296117053,"LF3","LF3088","alive"
NA,"10.67","12.95",NA,NA,NA,NA,NA,"QURU",9.55269653239335,"LF3","LF3089","alive"
NA,"5.59","5.84",NA,"6.1",NA,NA,NA,"ACRU",16.1895862084242,"LF3","LF3090","alive"
NA,"9.91","9.91",NA,NA,NA,NA,NA,"QURU",15.8803432607737,"LF3","LF3091","alive"
NA,"8.38",NA,NA,NA,NA,NA,NA,"QURU",14.6534006701516,"LF3","LF3092","alive"
NA,"11.18","12.45",NA,NA,NA,NA,NA,"QURU",9.70825082494267,"LF3","LF3093","alive"
NA,"4.83","5.08",NA,NA,NA,NA,NA,"ACRU",14.8361223882792,"LF3","LF3094","alive"
NA,"9.65","9.91",NA,NA,NA,NA,NA,"QURU",11.2590496082041,"LF3","LF3095","alive"
NA,"7.87","8.13",NA,NA,NA,NA,NA,"ACRU",9.42665146061951,"LF3","LF3096","alive"
NA,"4.57","5.33",NA,"6.35",NA,"7.7","8.4","HAVI",8.60081656588489,"LF3","LF3097","alive"
NA,"5.33","5.59",NA,"6.6",NA,"7.3","7.9","ACRU",19.3211707844012,"LF3","LF3098","alive"
NA,"6.1","7.11",NA,"11.68",NA,"14.1","17.1","BELE",13.0460097071863,"LF3","LF3099","alive"
NA,"9.14","9.14",NA,NA,NA,NA,NA,"ACRU",9.98074569558808,"LF3","LF3100","alive"
NA,"21.34","21.34",NA,NA,NA,NA,NA,"ACRU",14.2459359425767,"LF3","LF3101","alive"
NA,"11.68","11.68",NA,"11.68",NA,NA,NA,"ACRU",11.0245363657616,"LF3","LF3102","alive"
NA,"9.14","9.4",NA,NA,NA,NA,NA,"ACRU",15.49166802123,"LF3","LF3103","alive"
NA,"5.84","6.86",NA,"7.62",NA,"7.8",NA,"ACRU",18.4051000975273,"LF3","LF3104","alive"
NA,"5.33","6.35",NA,"11.18",NA,"13.8","16.5","BELE",17.5743038690015,"LF3","LF3105","alive"
NA,"24.89","26.92",NA,"31.24",NA,"34.5","38.2","QURU",19.9992703106888,"LF3","LF3106","alive"
NA,NA,"5.08",NA,NA,NA,NA,NA,"ACRU",19.4141091291875,"LF3","LF3107","alive"
NA,"15.49","15.75",NA,NA,NA,NA,NA,"QURU",19.9434485483329,"LF3","LF3108","alive"
NA,NA,NA,NA,"5.08",NA,"7.1","8.7","BELE",19.2832678143514,"LF3","LF3109","alive"
NA,NA,NA,NA,"6.6",NA,"7.7","8.4","BEAL",13.8088192688586,"LF3","LF3110","alive"
NA,NA,NA,NA,"6.35",NA,"6.8",NA,"HAVI",8.44961456162351,"LF3","LF3111","alive"
NA,NA,NA,NA,"7.37",NA,"8.6","9.4","BEAL",9.4794760108352,"LF3","LF3112","alive"
NA,NA,NA,NA,"6.86",NA,"8.9","9.9","BELE",14.542825398113,"LF3","LF3113","alive"
NA,NA,NA,NA,"5.59",NA,NA,NA,"ACRU",13.9318942114847,"LF3","LF3114","alive"
NA,NA,NA,NA,"6.1",NA,"6.6","6.5","ACRU",18.6825244889442,"LF3","LF3115","alive"
NA,"7.87","9.4","12.45",NA,NA,"15.7","16.7","BEAL",19.7750378285352,"LF3","LF3116","alive"
NA,"14.99","15.24",NA,NA,NA,NA,NA,"QURU",17.9243392648097,"LF3","LF3117","alive"
NA,"21.08",NA,NA,NA,NA,NA,NA,"ACRU",16.899229123247,"LF3","LF3118","alive"
NA,"7.11","7.11",NA,NA,NA,NA,NA,"ACRU",11.4533441614229,"LF3","LF3119","alive"
NA,"7.11",NA,NA,NA,NA,NA,NA,"ACRU",10.8375582268332,"LF3","LF3120","alive"
NA,"11.18","11.18",NA,NA,NA,NA,NA,"QURU",6.66564917168613,"LF3","LF3121","alive"
NA,"4.57","5.08","6.1",NA,NA,"6.6",NA,"ACRU",6.81553519541936,"LF3","LF3122","alive"
NA,"10.16",NA,NA,NA,NA,NA,NA,"QURU",1.09897202876142,"LF3","LF3123","alive"
NA,"11.68","11.68",NA,NA,NA,NA,NA,"ACRU",9.28139773094549,"LF3","LF3124","alive"
NA,"9.65","10.16",NA,NA,NA,NA,NA,"QURU",16.4457889807695,"LF3","LF3125","alive"
NA,"8.38","8.64","8.64",NA,NA,"9.2",NA,"ACRU",16.4288330979409,"LF3","LF3126","alive"
NA,"6.35","6.6","7.87",NA,NA,NA,NA,"ACRU",16.3750236396776,"LF3","LF3127","alive"
NA,"10.41","10.41","10.41",NA,NA,"10.7","11","ACRU",15.9110271195797,"LF3","LF3128","alive"
NA,"8.13","8.13","8.38",NA,NA,NA,NA,"ACRU",15.6883198182597,"LF3","LF3129","alive"
NA,"7.37","7.87","8.13",NA,NA,"9.3","10.5","ACRU",13.0210617078639,"LF3","LF3130","alive"
NA,"5.33","5.33",NA,NA,NA,NA,NA,"ACRU",11.9495595098732,"LF3","LF3131","alive"
NA,"12.7","13.21","13.46",NA,NA,"13.4",NA,"ACRU",18.2676686985505,"LF3","LF3132","alive"
NA,"11.18","12.19","12.95",NA,NA,"14.5","14.2","ACRU",18.1304765872274,"LF3","LF3133","alive"
NA,"7.11","7.37","7.87",NA,NA,NA,NA,"ACRU",17.4349862884948,"LF3","LF3134","alive"
NA,"11.68",NA,NA,NA,NA,NA,NA,"ACRU",19.3637979084683,"LF3","LF3135","alive"
NA,"8.89","8.89","8.89",NA,NA,NA,NA,"ACRU",15.9729450509291,"LF3","LF3136","alive"
NA,NA,NA,"5.59",NA,NA,"6.3","6.7","ACRU",12.7151293882524,"LF3","LF3137","alive"
NA,"5.08","5.08",NA,"5.33",NA,"5.5","5.7","ACRU",19.1866697475096,"LF3","LF3138","alive"
NA,"5.08","5.59",NA,"6.6",NA,"7.1","8.6","ACRU",18.4145620637581,"LF3","LF3139","alive"
NA,"13.72","13.97",NA,NA,NA,NA,NA,"QURU",19.5702013888463,"LF3","LF3140","alive"
NA,"8.89","8.89",NA,NA,NA,NA,NA,"ACRU",18.6613784442629,"LF3","LF3141","alive"
NA,"8.89",NA,NA,NA,NA,NA,NA,"ACRU",18.6906034188305,"LF3","LF3142","alive"
NA,"13.21","13.46",NA,NA,NA,NA,NA,"ACRU",18.4806601830129,"LF3","LF3143","alive"
NA,"5.08","5.84",NA,"7.62",NA,"8.5","9.7","BEAL",17.8938628406501,"LF3","LF3144","alive"
NA,"13.72",NA,NA,NA,NA,NA,NA,"QURU",14.5300433034455,"LF3","LF3145","alive"
NA,"10.16",NA,NA,NA,NA,NA,NA,"PRSE",16.2046426236434,"LF3","LF3146","alive"
NA,"8.13",NA,NA,NA,NA,NA,NA,"ACRU",14.7481945471302,"LF3","LF3147","alive"
NA,"14.99","16.51",NA,"17.53",NA,"18.1","18.6","ACRU",18.427800654446,"LF3","LF3148","alive"
NA,"9.65",NA,NA,NA,NA,NA,NA,"ACRU",17.5657115312759,"LF3","LF3149","alive"
NA,"9.4",NA,NA,NA,NA,NA,NA,"ACRU",17.3501894906079,"LF3","LF3150","alive"
NA,"8.89","9.4",NA,"11.18",NA,"12.4","13","BEAL",16.28114243166,"LF3","LF3151","alive"
NA,"6.86","6.86",NA,NA,NA,NA,NA,"ACRU",13.4086020210908,"LF3","LF3152","alive"
NA,"7.62","7.87",NA,NA,NA,NA,NA,"ACRU",11.4584126858828,"LF3","LF3153","alive"
NA,"18.54","18.8",NA,"18.8",NA,NA,NA,"ACRU",17.8938628406501,"LF3","LF3154","alive"
NA,"11.68","11.94",NA,"12.7",NA,"13.4","14","ACRU",17.2918603464173,"LF3","LF3155","alive"
NA,"10.41","10.92",NA,"12.19",NA,"13.3",NA,"ACRU",10.0733979093452,"LF3","LF3156","alive"
NA,"9.91",NA,NA,NA,NA,NA,NA,"QURU",12.6638806374665,"LF3","LF3157","alive"
NA,"10.41","10.67",NA,NA,NA,NA,NA,"ACRU",9.59636068517644,"LF3","LF3158","alive"
NA,"10.16","10.41",NA,NA,NA,NA,NA,"ACRU",9.32508688645849,"LF3","LF3159","alive"
NA,"8.64",NA,NA,NA,NA,NA,NA,"ACSA",19.8383593878123,"LF3","LF3160","alive"
NA,"9.4","9.4",NA,NA,NA,NA,NA,"ACRU",12.5976830441157,"LF3","LF3161","alive"
NA,"17.27","17.27",NA,"17.27",NA,NA,NA,"ACRU",17.3307682553313,"LF3","LF3162","alive"
NA,"12.19","12.45",NA,NA,NA,NA,NA,"ACRU",12.6381783307564,"LF3","LF3163","alive"
NA,"7.87","8.89",NA,NA,NA,NA,NA,"ACRU",10.3654409341812,"LF3","LF3164","alive"
NA,"13.72","13.72",NA,NA,NA,NA,NA,"ACRU",12.8595260876908,"LF3","LF3165","alive"
NA,"9.91",NA,NA,NA,NA,NA,NA,"ACRU",12.3904105500988,"LF3","LF3166","alive"
NA,"5.59","6.35",NA,NA,NA,NA,NA,"ACRU",16.2904123262734,"LF3","LF3167","alive"
NA,"7.62",NA,NA,NA,NA,NA,NA,"ACRU",10.7687612880962,"LF3","LF3168","alive"
NA,"7.37",NA,NA,NA,NA,NA,NA,"ACRU",10.4979155645299,"LF3","LF3169","alive"
NA,"6.1","6.35",NA,NA,NA,NA,NA,"ACRU",6.46937551236593,"LF3","LF3170","alive"
NA,"9.14","9.4",NA,NA,NA,NA,NA,"ACRU",10.7719959598953,"LF3","LF3171","alive"
NA,"7.37",NA,NA,NA,NA,NA,NA,"ACRU",6.57443072516549,"LF3","LF3172","alive"
NA,"5.08",NA,NA,NA,NA,NA,NA,"ACRU",10.4313319187916,"LF3","LF3173","alive"
NA,"6.86","6.86",NA,NA,NA,NA,NA,"ACRU",19.6973683724502,"LF3","LF3174","alive"
NA,"5.59",NA,NA,NA,NA,NA,NA,"ACRU",13.4198562972932,"LF3","LF3175","alive"
NA,"6.6",NA,NA,NA,NA,NA,NA,"ACRU",13.125878548882,"LF3","LF3176","alive"
NA,"5.59",NA,NA,NA,NA,NA,NA,"QURU",13.4914892106098,"LF3","LF3177","alive"
NA,"11.94",NA,NA,NA,NA,NA,NA,"QURU",16.036072297168,"LF3","LF3178","alive"
NA,"17.02",NA,NA,NA,NA,NA,NA,"QURU",10.4012302195461,"LF3","LF3179","alive"
NA,"8.89",NA,NA,NA,NA,NA,NA,"QURU",16.1802585492321,"LF3","LF3180","alive"
NA,"14.48","15.24",NA,"15.75",NA,NA,NA,"QURU",14.4980387639156,"LF3","LF3181","alive"
NA,"8.89","9.4",NA,"10.41",NA,"11.1","11.4","ACRU",16.7750799747721,"LF3","LF3182","alive"
NA,"7.37","7.62",NA,NA,NA,NA,NA,"ACRU",16.4704850201808,"LF3","LF3183","alive"
NA,NA,NA,NA,"5.33",NA,"6.8","8.2","ACRU",14.8079168068976,"LF3","LF3184","alive"
NA,NA,NA,NA,"6.1",NA,"6.7","7.2","FAGR",16.8558809345581,"LF3","LF3185","alive"
NA,"15.49","16",NA,NA,NA,NA,NA,"QURU",18.9203234348676,"LF3","LF3186","alive"
NA,"4.32",NA,NA,NA,NA,NA,NA,"ACRU",19.3313858375441,"LF3","LF3187","alive"
NA,"4.83","5.08","5.08",NA,NA,NA,NA,"ACRU",18.3703645255068,"LF3","LF3188","alive"
NA,"5.08","5.59",NA,NA,NA,NA,NA,"ACRU",17.5465288464699,"LF3","LF3189","alive"
NA,"5.84","5.84","6.1",NA,NA,NA,NA,"ACRU",16.3324172613854,"LF3","LF3190","alive"
NA,"8.89","9.4","10.16",NA,NA,"10.6","11.4","ACRU",17.5518227156042,"LF3","LF3191","alive"
NA,"13.97","14.48",NA,NA,NA,NA,NA,"QURU",16.4986638004415,"LF3","LF3192","alive"
NA,"8.13","8.64","9.14",NA,NA,"9.2",NA,"ACRU",17.1238202513341,"LF3","LF3193","alive"
NA,"5.33","6.35","7.37",NA,NA,"9","10.8","ACRU",16.413982332146,"LF3","LF3194","alive"
NA,NA,NA,"5.33",NA,NA,"5.2",NA,"ACRU",14.2394130777922,"LF3","LF3195","alive"
NA,"16","16.51","17.27",NA,NA,"18.3","18.8","ACRU",14.4619489972825,"LF3","LF3196","alive"
NA,"5.08","5.08",NA,NA,NA,NA,NA,"ACRU",14.7977182457296,"LF3","LF3197","alive"
NA,"5.08",NA,NA,NA,NA,NA,NA,"ACRU",14.4136887436908,"LF3","LF3198","alive"
NA,"6.35",NA,NA,NA,NA,NA,NA,"ACRU",10.8814026889919,"LF3","LF3199","alive"
NA,"8.64","8.89",NA,NA,NA,NA,NA,"ACRU",10.8536194294807,"LF3","LF3200","alive"
NA,"4.83","5.08","5.08",NA,NA,NA,NA,"ACRU",11.4584126858828,"LF3","LF3201","alive"
NA,"8.89","9.4","9.4",NA,NA,NA,NA,"ACRU",18.4101470846922,"LF3","LF3202","alive"
NA,"11.94","11.94","17.53",NA,NA,NA,NA,"ACRU",11.4665176649234,"LF3","LF3203","alive"
NA,"6.35","7.62",NA,NA,NA,NA,NA,"ACRU",10.5464764087348,"LF3","LF3204","alive"
NA,"13.46","13.72",NA,NA,NA,NA,NA,"QURU",9.00063613751828,"LF3","LF3205","alive"
NA,"12.7",NA,NA,NA,NA,NA,NA,"QURU",13.9884605300226,"LF3","LF3206","alive"
NA,"12.19","12.7",NA,NA,NA,NA,NA,"ACRU",13.1311858657168,"LF3","LF3207","alive"
NA,"4.83","5.59","8.89",NA,NA,"8.3","10.1","BEAL",14.7953637332781,"LF3","LF3208","alive"
NA,"12.95","13.21",NA,NA,NA,NA,NA,"QURU",4.48480859792255,"LF3","LF3209","alive"
NA,"7.87","8.13","8.38",NA,NA,NA,NA,"ACSA",6.59559311055496,"LF3","LF3210","alive"
NA,"12.19","12.7","13.21",NA,NA,NA,NA,"ACRU",15.3069091223539,"LF3","LF3211","alive"
NA,"10.92","10.92",NA,NA,NA,NA,NA,"ACRU",2.91159791180032,"LF3","LF3212","alive"
NA,NA,NA,NA,NA,NA,"5.2","6.3","BEAL",13.716,"LF3","LF3213","alive"
NA,NA,NA,NA,NA,NA,"6","6.1","BEAL",15.7156842625449,"LF3","LF3214","alive"
NA,NA,NA,NA,NA,NA,"7.1",NA,"CADE",3.0365484880041,"LF3","LF3215","alive"
NA,NA,NA,NA,NA,NA,"5.8","6.6","BEAL",17.0388379885484,"LF3","LF3216","alive"
NA,NA,NA,NA,NA,NA,"6.2","8.7","FAGR",5.84111645492538,"LF3","LF3217","alive"
NA,NA,NA,NA,NA,NA,"5","7.3","CADE",4.90765861893429,"LF3","LF3218","alive"
NA,NA,NA,NA,NA,NA,"5.5","6.5","BELE",17.0796822452878,"LF3","LF3219","alive"
NA,NA,NA,NA,NA,NA,"7.7",NA,"BEAL",16.0686270079307,"LF3","LF3220","alive"
NA,NA,NA,NA,NA,NA,"5.7","7.7","BEAL",10.4968092980677,"LF3","LF3221","alive"
NA,NA,NA,NA,NA,NA,NA,"6.2","BELE",12.0231913500534,"LF3","LF3222","alive"
NA,NA,NA,NA,NA,NA,NA,"5.5","HAVI",8.14734448025858,"LF3","LF3223","alive"
NA,NA,NA,NA,NA,NA,NA,"5","ACRU",18.2148286184636,"LF3","LF3224","alive"
NA,NA,NA,NA,NA,NA,NA,"5.7","FAGR",5.99805820578627,"LF3","LF3225","alive"
NA,NA,NA,NA,NA,NA,NA,"6.5","FAGR",8.29425711682487,"LF3","LF3226","alive"
NA,NA,NA,NA,NA,NA,NA,"6.3","FAGR",7.63370367777005,"LF3","LF3227","alive"
NA,NA,NA,NA,NA,NA,NA,"9","FAGR",10.211937250101,"LF3","LF3228","alive"
NA,NA,NA,NA,NA,NA,NA,"5.2","FAGR",17.7374221621971,"LF3","LF3229","alive"
NA,NA,NA,NA,NA,NA,NA,"5.7","BELE",17.3046156755936,"LF3","LF3230","alive"
NA,NA,NA,NA,NA,NA,NA,"7.1","BELE",9.19086987830858,"LF3","LF3231","alive"
NA,NA,NA,NA,NA,NA,NA,"5.1","BEAL",19.246496986205,"LF3","LF3232","alive"
NA,NA,NA,NA,NA,NA,NA,"6.8","BELE",19.6270847392067,"LF3","LF3233","alive"
NA,NA,NA,NA,NA,NA,NA,"5.3","ACRU",19.6619626487286,"LF3","LF3234","alive"
NA,NA,NA,NA,NA,NA,NA,"6.9","FAGR",6.13587458802737,"LF3","LF3235","alive"
